Class Index,Title,Description,processed_text
1,Poor? Who #39;s poor? Poverty is down,"The proportion of people living on less than \$1 a day decreased from 40 to 21 per cent of the global population between 1981 and 2001, says the World Bank #39;s latest annual report.","the proportion of people live on less than \$1 a day decrease from 40 to 21 per cent of the global population between 1981 and 2001 , say the World Bank # 39;s late annual report ."
3,Lehman in Talks to Buy UK Hedge Fund -WSJ (Reuters),"Reuters - Investment bank Lehman Brothers\Holdings Inc. is negotiating to buy GLG Partners, a large\British hedge fund, the Wall Street Journal reported on\Thursday, citing unnamed sources.","Reuters - Investment bank Lehman Brothers\Holdings Inc. be negotiate to buy GLG Partners , a large\british hedge fund , the Wall Street Journal report on\Thursday , cite unnamed source ."
1,Israeli Tanks Surge Into Gaza Refugee Camp -Witnesses, GAZA (Reuters) - A column of Israeli tanks surged into the  heart of the Jabalya refugee camp in the northern Gaza Strip on  Thursday as the army broadened its sweep for militants behind a  deadly rocket attack on an Israeli town.,  GAZA ( Reuters ) - a column of israeli tank surge into the   heart of the Jabalya refugee camp in the northern Gaza Strip on   Thursday as the army broaden its sweep for militant behind a   deadly rocket attack on an israeli town .
2,Sharapova Sweeps Into Korea Open Quarters," SEOUL (Reuters) - Wimbledon champion Maria Sharapova  disposed of Japan's Miho Saeki 6-3, 6-1, on Thursday to sweep  into the quarter-finals of the Hansol Korea Open.","  SEOUL ( Reuters ) - Wimbledon champion Maria Sharapova   dispose of Japan 's Miho Saeki 6 - 3 , 6 - 1 , on Thursday to sweep   into the quarter - final of the Hansol Korea Open ."
2,Patriots have memory to feel sorry about,"Do not bring up last season. Patriots coach Bill Belichick despises talk of the past, except when it helps him prepare his team for the upcoming week.","do not bring up last season . patriot coach Bill Belichick despise talk of the past , except when it help he prepare his team for the upcoming week ."
3,Neck stents boosted in two studies,"Boston Scientific Corp. and Medtronic Inc. , competing to enter the US market for stents that keep neck arteries open, said separate studies showed their devices prevent complications including stroke after 30 days.","Boston Scientific Corp. and Medtronic Inc. , compete to enter the US market for stent that keep neck artery open , say separate study show their device prevent complication include stroke after 30 day ."
3,IBM Claims Its BlueGene Supercomputer Is the Fastest,"IBM Corp. on Wednesday said it has developed the world #39;s fastest computer - a 16,000-processor version of its BlueGene/L supercomputer.","IBM Corp. on Wednesday say it have develop the world # 39;s fast computer - a 16,000 - processor version of its BlueGene / l supercomputer ."
2,NFL: QB shuffle: Miami gives Fiedler the ball,"By all accounts, Jay Fiedler is a good guy. He signs autographs, performs charity work and always speaks well of others, even the New York Jets.","by all account , Jay Fiedler be a good guy . he sign autograph , perform charity work and always speak well of other , even the New York Jets ."
1,Thailand Tackles Bird Flu Epidemic,"BANGKOK, Thailand Sept. 30, 2004 - Millions of volunteers led by emergency teams fanned out across Thailand on Thursday in a new drive to fight bird flu after the prime minister gave officials 30 days to eradicate the epidemic.","BANGKOK , Thailand Sept. 30 , 2004 - Millions of volunteer lead by emergency team fan out across Thailand on Thursday in a new drive to fight bird flu after the prime minister give official 30 day to eradicate the epidemic ."
4,Rough ride won #39;t stop next X Prize shot,"The rolling experienced by SpaceShipOne on its first Ansari X Prize flight on Wednesday will not jeopardise the team #39;s chances of winning the \$10 million purse, team members said in a post-flight briefing.","the rolling experience by SpaceShipOne on its first Ansari X Prize flight on Wednesday will not jeopardise the team # 39;s chance of win the \$10 million purse , team member say in a post - flight briefing ."
2,Dolphins won #39;t let Jets fans rankle them,DAVIE  Dolphins coach Dave Wannstedt promoted quarterback Jay Fiedler in hopes of providing a spark to his winless squad. Perhaps simply playing the archrival Jets will be enough to jump-start a season on the brink.,DAVIE   Dolphins coach Dave Wannstedt promote quarterback Jay Fiedler in hope of provide a spark to his winless squad . perhaps simply play the archrival Jets will be enough to jump - start a season on the brink .
4,Man arrested for fatally stabbing elderly parents,"SAITAMA -- A middle-aged man who fatally stabbed his parents has been arrested, police said. Hideo Nakajima, an unemployed man from Soka, Saitama Prefecture, apparently called police shortly before 8 pm, Wednesday.","SAITAMA -- a middle - aged man who fatally stab his parent have be arrest , police say . Hideo Nakajima , an unemployed man from Soka , Saitama Prefecture , apparently call police shortly before 8 pm , Wednesday ."
1,Multiple Bombings Kill At Least 37 In Capital,"_ At least three bombs exploded near a US convoy in western Baghdad on Thursday, killing 37 people and wounding more than 50, officials said.","_ at least three bomb explode near a US convoy in western Baghdad on Thursday , kill 37 people and wound more than 50 , official say ."
3,Jobless Claims Rise on Hurricanes,"The number of Americans seeking initial jobless benefits jumped by 18,000 last week, the government said on Thursday, but it attributed the entire rise to the effects of hurricanes that have battered the southern United States.","the number of Americans seek initial jobless benefit jump by 18,000 last week , the government say on Thursday , but it attribute the entire rise to the effect of hurricane that have batter the southern United States ."
3,General Mills goes whole grains,"NEW YORK (CNN/Money) - General Mills announced plans Thursday to start using healthier whole grains in all of its ready-to-eat cereals, including children #39;s cereals such as Trix, Cocoa Puffs and Lucky Charms.","NEW YORK ( CNN / Money ) - General Mills announce plan Thursday to start use healthy whole grain in all of its ready - to - eat cereal , include child # 39;s cereal such as Trix , Cocoa Puffs and Lucky Charms ."
2,Cricket: Ponting out of two Tests against India,"SYDNEY : Australia captain Ricky Ponting #39;s thumb injury has forced him out of the opening two cricket Tests against India starting next week, Cricket Australia (CA) said.","sydney : Australia captain Ricky Ponting # 39;s thumb injury have force he out of the opening two cricket test against India start next week , Cricket Australia ( CA ) say ."
